,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
84,490000,19.23245,6.93,10,6026,2,7.03,23.402141,585,197.4546,43.05859375,33.6171875,2.2890625,0.37890625,1.23046875,0.76171875,2.0078125,2.53125,3.70703125,1.9765625,1.83984375,1.90625,2.01171875,1.0625,0.796875,0.1796875,0.32421875,0.0546875,0.12109375,0.06640625,0.078125
85,490000,19.23245,6.93,10,6026,2,7.16,23.402141,529,197.4546,38.73046875,35.9296875,2.9140625,0.34765625,1.16796875,0.859375,2.41796875,2.5390625,4.58203125,1.76953125,1.9609375,2.0078125,2.2578125,1.01953125,0.7265625,0.14453125,0.2890625,0.0625,0.12890625,0.08203125,0.0625
86,490000,19.23245,6.93,10,6026,2,6.99,23.402141,560,197.4546,39.85546875,35.69921875,2.9375,0.421875,1.0390625,0.82421875,2.39453125,2.57421875,4.1640625,1.703125,2.05078125,1.58984375,2.0625,1.1328125,0.7421875,0.16015625,0.28515625,0.0703125,0.17578125,0.0625,0.0546875
87,99000,19.23245,6.93,10,3286,1.93,7.15,26.5,396,197.4546,51.28515625,25.46484375,1.12890625,0.515625,0.98046875,1.921875,1.40234375,1.88671875,5.6484375,2.55859375,1.1171875,0.57421875,3.45703125,0.22265625,0.1328125,0.90625,0.140625,0,0.0625,0.12890625,0.46484375
88,99000,19.23245,6.93,10,3286,1.93,7.76,27.5,375,197.4546,52.671875,23.74609375,1.2421875,0.7109375,1.171875,2.0390625,1.515625,1.73828125,5.26953125,2.76953125,1.265625,0.609375,3.3671875,0.30859375,0.1875,0.80078125,0.11328125,0,0.05859375,0.1015625,0.3125
89,99000,19.23245,6.93,10,3286,1.93,7.11,26,387,197.4546,59.2265625,20.0390625,0.96875,0.48828125,0.89453125,1.70703125,1.15625,1.7109375,5.34375,2.26953125,0.9296875,0.65625,2.62890625,0.28125,0.16015625,0.80859375,0.109375,0,0.0859375,0.140625,0.39453125
90,70000,12.7,5.1,20.5,2772,0.3,7.2,25.6,1102,197.4546,33.921875,27.49609375,2.48046875,0.49609375,2.29296875,2.921875,1.5,7.2421875,3.0234375,5.11328125,0.796875,3.9765625,5.97265625,0.5390625,0.37890625,0.16796875,0.16796875,0.03515625,0.1875,0.66796875,0.62109375
91,70000,12.7,5.1,20.5,2772,1.66,7.36,25.6,1009,197.4546,33.28515625,27.41796875,2.68359375,0.50390625,2.7890625,3.05859375,1.4609375,7.37890625,2.7265625,5.37890625,0.67578125,3.828125,5.9453125,0.48828125,0.3515625,0.15625,0.234375,0.03125,0.1796875,0.8359375,0.58984375
92,70000,12.7,5.1,20.5,2772,1.69,6.99,25.5,1015,197.4546,34.69921875,28.8515625,2.3359375,0.52734375,1.703125,2.8203125,1.1484375,6.34765625,3.390625,5.5625,0.68359375,2.8359375,6.64453125,0.5234375,0.2265625,0.15625,0.15625,0.01171875,0.21484375,0.59765625,0.5625
93,15000,19.23245,9.718041,15.25832,3724,2.55,7.14,25.5,1070,197.4546,32.65234375,28.8984375,3.31640625,0.63671875,2.9453125,2.55859375,1.578125,7.32421875,3.0390625,4.36328125,0.921875,3.06640625,5.8125,0.5625,0.34765625,0.1484375,0.19921875,0.0546875,0.1953125,0.62890625,0.75
94,15000,19.23245,9.718041,15.25832,3724,6.63,7.24,25.5,1059,197.4546,30.171875,30.515625,3.50390625,0.59375,2.60546875,2.76171875,1.5,7.95703125,2.4921875,4.08984375,0.8828125,3.26953125,6.79296875,0.4375,0.3203125,0.12890625,0.13671875,0.03125,0.19921875,0.890625,0.71875
95,15000,19.23245,9.718041,15.25832,3724,1.9,6.98,25.5,1070,197.4546,32.23046875,29.61328125,3.5703125,0.7109375,2.71484375,2.890625,1.54296875,6.8671875,3.14453125,4.1953125,1.0859375,2.4765625,5.828125,0.6484375,0.33203125,0.234375,0.23828125,0.078125,0.19140625,0.70703125,0.69921875
96,48000,12.7,5.1,20.5,2768,0.34,6.92,24.9,1241,197.4546,46.80859375,20.91015625,2.88671875,0.21484375,1.62890625,2.97265625,0.94921875,6.4375,2.46484375,2.90625,0.828125,2.8046875,6.51953125,0.390625,0.44921875,0.16796875,0.15625,0.0390625,0.03515625,0.12890625,0.30078125
97,48000,12.7,5.1,20.5,2768,0.08,6.85,24.9,1240,197.4546,49.52734375,20.30078125,2.140625,0.328125,1.38671875,2.5390625,1.1171875,5.71875,3.6171875,2.3984375,1.0234375,3.2421875,4.51953125,0.60546875,0.40234375,0.13671875,0.234375,0.02734375,0.09765625,0.20703125,0.4296875
98,48000,12.7,5.1,20.5,2768,0.26,7.1,24.9,1245,197.4546,50.7734375,19.45703125,2.01171875,0.1953125,1.3203125,2.65234375,0.7734375,5.83984375,2.61328125,2.734375,0.78515625,2.97265625,6.39453125,0.34375,0.34765625,0.13671875,0.109375,0.02734375,0.01953125,0.1171875,0.375
99,18000,19.62,6.18,16.6,6920,9.23,7.33,24.9,2037,197.4546,43.41015625,18.51171875,4.20703125,0.359375,1.34375,2.8203125,0.4921875,6.9609375,3.13671875,6.14453125,0.4375,6.11328125,4.328125,0.49609375,0.04296875,0.1171875,0.09375,0.015625,0.0703125,0.1875,0.7109375
100,18000,19.62,6.18,16.6,6920,9.68,7.53,24.9,2062,197.4546,42.7578125,18.875,4.515625,0.37109375,1.31640625,2.75390625,0.4609375,7.12890625,3.046875,5.78515625,0.3359375,6.515625,4.30859375,0.48046875,0.046875,0.109375,0.07421875,0.03515625,0.09375,0.234375,0.75390625
101,18000,19.62,6.18,16.6,6920,9.12,7.27,24.9,2074,197.4546,44.7734375,19.66796875,3.6953125,0.3203125,1.30078125,2.49609375,0.55859375,6.38671875,3.08203125,6.3359375,0.390625,4.3984375,4.7421875,0.4453125,0.046875,0.11328125,0.08203125,0.015625,0.08984375,0.19921875,0.859375
102,19000,10,9.718041,12.5,1972,9.18,7.45,24.9,2453,197.4546,45.0546875,21.8125,3.16015625,0.42578125,2.6484375,1.8359375,0.80078125,3.1484375,4.93359375,8.21484375,0.7890625,2.484375,2.95703125,0.546875,0.0859375,0.28125,0.171875,0.00390625,0.15234375,0.1328125,0.359375
103,19000,10,9.718041,12.5,1972,8.41,7.2,24.9,1745,197.4546,46.375,20.21484375,3.3203125,0.33203125,1.47265625,1.84375,0.8671875,3.66796875,5.40625,7.50390625,0.625,3.57421875,3.296875,0.49609375,0.01953125,0.19921875,0.125,0.015625,0.09375,0.15625,0.39453125
104,19000,10,9.718041,12.5,1972,8.2,7.2,24.9,1766,197.4546,45.5,21.68359375,3.46484375,0.5,1.91796875,2.15625,0.94140625,3.9375,4.49609375,6.8671875,0.69140625,2.98828125,3.10546875,0.45703125,0.02734375,0.19921875,0.15234375,0.015625,0.13671875,0.171875,0.58984375
105,100000,25.29,15.32,18.42,3092,3.58,7.43,24.5,917,197.4546,36.56640625,26.18359375,3.796875,0.90625,1.9296875,3.19921875,1.73828125,5.46484375,3.23046875,3.9453125,0.6484375,3.1328125,6.7421875,0.3828125,0.22265625,0.1875,0.08984375,0.15234375,0.25,0.44921875,0.78125
106,100000,25.29,15.32,18.42,3092,1.21,7.12,24.4,1807,197.4546,34.48828125,25.98046875,3.8203125,0.91796875,2.4921875,3.46875,2.03515625,5.28125,3.9921875,4.546875,0.89453125,2.98828125,6.2109375,0.38671875,0.265625,0.2265625,0.18359375,0.13671875,0.30859375,0.46875,0.90625
107,100000,25.29,15.32,18.42,3092,3.36,7.15,24.4,1800,197.4546,35.3515625,28.015625,4.03515625,0.8828125,1.9765625,3.26953125,2.06640625,4.7421875,3.3984375,4.78125,0.87890625,2.140625,5.87109375,0.3671875,0.25390625,0.21875,0.1171875,0.109375,0.30078125,0.3671875,0.85546875
108,11000,12.5,8,20,2467,0.72,7.5,26.8,1285.803279,197.4546,37.14453125,25.77734375,2.484375,0.50390625,3.35546875,2.4453125,0.7265625,8.10546875,2.41796875,2.87890625,0.453125,7.00390625,5.07421875,0.2265625,0.36328125,0.03515625,0.1953125,0.00390625,0.0234375,0.15234375,0.62890625
109,11000,12.5,8,20,2467,2.41,7.5,26.5,1285.803279,197.4546,35.33203125,27.69921875,2.49609375,0.453125,2.5234375,2.6171875,0.72265625,8.40234375,1.95703125,3.3828125,0.47265625,6.70703125,5.6953125,0.171875,0.3359375,0.05859375,0.15625,0.00390625,0.015625,0.1796875,0.6171875
110,11000,12.5,8,20,2467,1.2,7.5,26.8,1285.803279,197.4546,36.1640625,29.81640625,2.45703125,0.5234375,2.62890625,2.55859375,0.62109375,7.328125,3.015625,3.5546875,0.703125,4.36328125,4.421875,0.375,0.33984375,0.06640625,0.27734375,0.01171875,0.0234375,0.171875,0.578125
111,800000,20.5,10.5,21,3246,3.9,7.01,26.4,942,197.4546,27.953125,29.109375,1.88671875,0.671875,2.22265625,2.453125,1.36328125,11.03515625,2.03515625,2.75,0.69140625,8.6171875,6.51953125,0.41796875,0.359375,0.03125,0.12890625,0.046875,0.08203125,0.79296875,0.83203125
112,800000,20.5,10.5,21,3246,1.2,7.22,26.5,920,197.4546,30.41796875,26.65234375,1.59765625,0.70703125,2.59375,2.23828125,1.390625,10.52734375,2.2421875,2.80078125,0.7890625,8.609375,6.34375,0.47265625,0.3515625,0.0234375,0.1484375,0.015625,0.0859375,0.98046875,1.01171875
113,800000,20.5,10.5,21,3246,0.12,6.82,26.5,893,197.4546,30.45703125,27.46875,1.859375,0.80078125,3.09375,2.3046875,1.390625,9.79296875,3.0703125,2.71484375,1.171875,7.03515625,5.6875,0.57421875,0.30859375,0.046875,0.3046875,0.03515625,0.09765625,0.8046875,0.98046875
114,45000,12,9.718041,15.25832,4478,0.32,7.06,27.1,837,197.4546,30.203125,30.95703125,3.2578125,0.859375,2.1484375,1.3359375,4.8125,6.2578125,6.5625,2.22265625,1.6171875,4.8125,3.35546875,0.3515625,0.515625,0.03125,0.21875,0.02734375,0.0546875,0.36328125,0.03515625
115,45000,12,9.718041,15.25832,4478,0.41,7,27.3,843,197.4546,30.2421875,31.36328125,2.8359375,0.68359375,2.2578125,1.4765625,4.0390625,7.5546875,5.71875,2.4921875,1.39453125,5.41015625,3.1875,0.35546875,0.40234375,0.04296875,0.13671875,0.03125,0.046875,0.26171875,0.06640625
116,45000,12,9.718041,15.25832,4478,0.29,6.84,27,835,197.4546,31.546875,32.97265625,3.33984375,0.77734375,1.4609375,1.5546875,3.66015625,5.6484375,7.10546875,1.94140625,1.64453125,3.69140625,3.04296875,0.4140625,0.3359375,0.05859375,0.1953125,0.03515625,0.0390625,0.375,0.16015625
117,50000,12,9.718041,15.25832,2526,3.25,7.04,25.1,831,197.4546,32.03515625,33.31640625,3.3359375,0.83984375,2.46484375,1.72265625,1.72265625,6.5078125,6.18359375,2.35546875,1.3203125,3.3515625,2.59375,0.6328125,0.1953125,0.1484375,0.40625,0.0078125,0.19140625,0.38671875,0.28125
118,50000,12,9.718041,15.25832,2526,2.32,7,25.3,843,197.4546,32.5234375,34.19921875,3.31640625,0.82421875,2.5078125,1.34765625,1.6640625,6.17578125,6.28515625,1.94140625,1.35546875,2.8515625,2.65625,0.72265625,0.19140625,0.09765625,0.5,0.015625,0.171875,0.40625,0.24609375
119,50000,12,9.718041,15.25832,2526,3.02,7,25.2,834,197.4546,29.97265625,35.22265625,3.35546875,0.68359375,1.9296875,1.61328125,1.50390625,8.52734375,4.69921875,2.0234375,1.1640625,4.7109375,2.47265625,0.52734375,0.21484375,0.109375,0.30859375,0.015625,0.15234375,0.515625,0.27734375
120,300000,10.5,9.718041,13.5,2956,0.1,6.71,26.4,458,197.4546,24.91796875,39.921875,3.953125,0.92578125,1.7421875,2.14453125,0.76171875,6.42578125,1.9921875,2.26171875,0.61328125,3.71484375,7.66015625,0.41796875,0.2734375,0.2578125,0.171875,0.0703125,0.21484375,0.9765625,0.58203125
121,300000,10.5,9.718041,13.5,2956,0.1,6.75,25.6,458,197.4546,32.171875,36.33203125,3.23828125,0.8828125,1.546875,1.96484375,0.81640625,6.05859375,2.57421875,2.2421875,0.89453125,2.05078125,6.57421875,0.46484375,0.20703125,0.32421875,0.13671875,0.09375,0.17578125,0.79296875,0.45703125
122,300000,10.5,9.718041,13.5,2956,0.4,6.63,25.6,456,197.4546,25.36328125,40.07421875,3.5859375,0.97265625,1.61328125,2.31640625,0.79296875,6.2265625,2.46875,2.24609375,0.7890625,2.76171875,7.95703125,0.51953125,0.203125,0.265625,0.1640625,0.1171875,0.2421875,0.80859375,0.51171875
123,180000,6.5,5.5,7.7,5676,0.23,7.17,26.1,481,197.4546,28.1484375,33.96875,3.64453125,1.21875,1.65234375,2.22265625,1.6953125,6.0078125,5.8125,1.12109375,1.1328125,9.1875,1.9921875,0.42578125,0.546875,0.0703125,0.1875,0.00390625,0.2265625,0.20703125,0.52734375
124,180000,6.5,5.5,7.7,5676,3.4,7.14,26.2,474,197.4546,26.9453125,37.2421875,3.9765625,1.0625,1.00390625,2.1796875,1.6875,5.96875,5.9609375,1.0234375,0.8359375,8.19921875,1.828125,0.2734375,0.4453125,0.05859375,0.109375,0.015625,0.26953125,0.21484375,0.69921875
125,180000,6.5,5.5,7.7,5676,5.4,7.23,26.4,473,197.4546,27.62109375,37.875,4.33203125,1.3125,1.59765625,2.17578125,1.859375,5.03515625,5.94140625,1.2734375,1.24609375,5.15234375,2.21875,0.29296875,0.56640625,0.1015625,0.14453125,0.0234375,0.3984375,0.19921875,0.6328125
126,200000,12,9.718041,15.25832,5050,0.31,6.9,25.4,600,197.4546,34.75390625,25.6796875,3.87109375,3.0703125,2.328125,1.4296875,2.48046875,7.85546875,3.015625,2.50390625,0.83203125,5.61328125,3.71875,0.53515625,0.18359375,0.12890625,0.44140625,0.0078125,0.26953125,0.7734375,0.5078125
127,200000,12,9.718041,15.25832,5050,0.4,6.76,25.3,595,197.4546,36.2578125,25.08203125,4.03515625,3.32421875,2.421875,1.4453125,2.390625,6.7578125,3.3359375,2.41015625,0.7890625,5.1484375,3.83203125,0.4296875,0.234375,0.12109375,0.38671875,0.015625,0.234375,0.75,0.59765625
128,200000,12,9.718041,15.25832,5050,0.56,6.95,25.3,594,197.4546,35.59375,26.48828125,4.2421875,3.46484375,2.33984375,1.3828125,2.67578125,5.96484375,3.7265625,2.3046875,1.1328125,4.0625,3.62109375,0.5234375,0.2890625,0.125,0.59375,0.0390625,0.2578125,0.6796875,0.4921875
129,200000,12,9.718041,15.25832,3032,0.28,6.8,25.7,583,197.4546,36.7421875,26.74609375,3.16015625,2.75,2.02734375,1.29296875,2.41015625,7.12890625,3.48046875,2.2734375,0.85546875,5.37890625,3.171875,0.6015625,0.203125,0.09765625,0.34765625,0.03125,0.23046875,0.59765625,0.47265625
130,200000,12,9.718041,15.25832,3032,0.12,6.69,25.6,580,197.4546,38.1875,25.640625,3.1640625,2.5546875,1.453125,1.39453125,1.76171875,8.015625,2.93359375,2.01953125,0.60546875,5.4453125,4.5703125,0.3515625,0.0859375,0.11328125,0.1484375,0.0078125,0.15625,0.89453125,0.49609375
131,200000,12,9.718041,15.25832,3032,0.26,6.8,25.5,578,197.4546,36.45703125,26.4921875,3.51171875,2.9375,1.87890625,1.390625,2.33984375,6.640625,3.73828125,1.83203125,0.9140625,5.71875,3.30859375,0.61328125,0.21484375,0.109375,0.55078125,0.01171875,0.2421875,0.62109375,0.4765625
132,150000,19.23245,9.718041,15.25832,3894,0.22,7.01,26.7,513,197.4546,30.19921875,45.02734375,1.3359375,0.77734375,2.30078125,0.546875,1.859375,3.76953125,4.75390625,0.921875,2.06640625,4.015625,0.9921875,0.3515625,0.09375,0.046875,0.18359375,0.015625,0.11328125,0.08203125,0.546875
133,150000,19.23245,9.718041,15.25832,3894,1.76,6.88,27.1,504,197.4546,30.86328125,44.17578125,1.6015625,0.73828125,2.10546875,0.546875,2.03125,3.171875,5.71875,0.9765625,2.5078125,3.0703125,0.97265625,0.41796875,0.10546875,0.04296875,0.265625,0,0.09375,0.08203125,0.51171875
134,150000,19.23245,9.718041,15.25832,3894,0.63,7.03,26.8,511,197.4546,33.94140625,40.90234375,1.7578125,0.7421875,2.109375,0.46875,2.046875,3.56640625,5.03125,0.9375,2.265625,3.71484375,1.04296875,0.421875,0.1328125,0.0234375,0.2265625,0,0.0703125,0.09765625,0.5
135,7304,24,20,30,2165,1.8,7.5,20.6,3690,197.4546,56.234375,13.88671875,0.453125,0.1953125,1.875,4.8359375,1.5078125,2.3359375,1.66015625,7.85546875,0.96484375,5.75,0.421875,1.12109375,0.0546875,0.13671875,0.4921875,0.01171875,0.00390625,0.1484375,0.0546875
136,7304,24,20,30,2165,4.18,7.5,20.6,3870,197.4546,55.78125,11.4765625,0.484375,0.1953125,2.20703125,4.78515625,1.5,2.59765625,1.37109375,7.3515625,0.90234375,8.9609375,0.578125,0.9921875,0.06640625,0.11328125,0.4375,0.01953125,0,0.140625,0.0390625
137,7304,24,20,30,2165,5.8,7.5,20.6,4170,197.4546,56.37890625,10.7421875,0.38671875,0.1796875,1.71484375,4.58984375,1.4921875,2.18359375,1.69140625,8.61328125,0.83203125,9.06640625,0.4453125,0.95703125,0.05859375,0.11328125,0.4140625,0.00390625,0,0.1171875,0.01953125
138,7304,24,20,30,2165,0.57,6.5,21.5,3690,197.4546,58.109375,12.22265625,0.4375,0.22265625,1.77734375,3.95703125,1.41796875,2.15625,1.42578125,8.6875,0.75390625,6.5078125,0.39453125,1.125,0.05859375,0.04296875,0.43359375,0.01953125,0,0.1640625,0.0859375
139,7304,24,20,30,2165,2.4,6.51,20.7,3680,197.4546,56.71875,13.6640625,0.5625,0.34375,2.03125,4.2734375,1.890625,2.37109375,1.82421875,6.796875,1.10546875,5.6015625,0.45703125,1.328125,0.07421875,0.08984375,0.5390625,0.01953125,0,0.18359375,0.125
140,7304,24,20,30,2165,5.3,6.49,20.8,3880,197.4546,57.89453125,12.01953125,0.33984375,0.25,1.70703125,3.96484375,1.47265625,1.98046875,1.87109375,8.90234375,0.98046875,6.14453125,0.546875,1.12109375,0.04296875,0.1015625,0.4375,0.0078125,0,0.1484375,0.06640625
141,60000,19.23245,9.718041,20,4000,1.67,6.8,20.1,895,197.4546,50.69140625,39.87890625,0.2265625,0.1875,3,0.23828125,0.81640625,0.18359375,0.421875,1.1796875,0.26953125,1.51171875,0.640625,0.30078125,0.3359375,0.00390625,0.1015625,0,0,0.00390625,0.0078125
142,60000,19.23245,9.718041,20,4000,1.56,6.78,21.7,874,197.4546,49.35546875,43.80078125,0.2265625,0.01171875,1.59765625,0.17578125,0.64453125,0.15625,0.3046875,1.1953125,0.1796875,1.5859375,0.37890625,0.1015625,0.2109375,0.0078125,0.0625,0,0,0,0.00390625
143,60000,19.23245,9.718041,20,4000,1.51,6.66,20.7,902,197.4546,44.984375,48.47265625,0.22265625,0.05859375,1.5078125,0.19921875,0.69921875,0.1484375,0.33984375,1.015625,0.23046875,1.21875,0.44140625,0.14453125,0.2734375,0,0.04296875,0,0,0,0
144,60000,19.23245,9.718041,20,4000,1.86,7.1,24,838,197.4546,34.0703125,55.92578125,0.625,0.078125,2.14453125,0.32421875,1.2109375,0.171875,0.37109375,1.84765625,0.20703125,1.90625,0.63671875,0.16796875,0.1953125,0.02734375,0.078125,0.00390625,0.00390625,0,0.00390625
145,60000,19.23245,9.718041,20,4000,2.48,7.24,20.5,832,197.4546,43.3046875,48.546875,0.5,0.1484375,1.859375,0.20703125,1.04296875,0.17578125,0.3828125,1.29296875,0.203125,0.984375,0.8046875,0.16796875,0.25390625,0.03125,0.08984375,0,0,0,0.00390625
146,60000,19.23245,9.718041,20,4000,3.4,7.28,20.7,831,197.4546,45.1171875,45.94921875,0.69921875,0.1953125,2.0078125,0.20703125,1.04296875,0.17578125,0.42578125,1.49609375,0.1640625,1.0703125,0.8203125,0.24609375,0.21875,0.046875,0.109375,0.0078125,0,0,0
147,160000,19.23245,9.718041,15.25832,9992,0.05,6.96,20.1,807,197.4546,25.390625,38.2734375,2.31640625,0.41015625,3.07421875,2.14453125,1.8671875,5.5703125,4.35546875,3.05859375,0.96484375,6.421875,4.75390625,0.33203125,0.0859375,0.05859375,0.171875,0.00390625,0.21484375,0.2734375,0.2578125
148,160000,19.23245,9.718041,15.25832,9992,0.29,6.96,20.6,716,197.4546,26.09375,38.7890625,2.328125,0.421875,2.9921875,1.94921875,1.84765625,5.31640625,3.90625,2.97265625,0.9296875,6.15625,4.83984375,0.25390625,0.08984375,0.08203125,0.171875,0.00390625,0.1875,0.40234375,0.265625
149,160000,19.23245,9.718041,15.25832,9992,0.15,6.96,21.1,654,197.4546,30.86328125,37.80078125,1.7734375,0.37109375,2.09375,1.79296875,1.453125,4.16796875,4.83203125,3.5234375,1.10546875,4.5625,4.28125,0.3046875,0.08984375,0.109375,0.2109375,0.0078125,0.109375,0.37109375,0.17578125
150,160000,19.23245,9.718041,15.25832,9992,0.05,6.96,20.1,807,197.4546,24.08203125,39.3046875,2.1015625,0.37109375,3.578125,1.859375,1.671875,5.69921875,4.24609375,3.5546875,0.8828125,6.5390625,4.7890625,0.27734375,0.08203125,0.078125,0.14453125,0.0078125,0.16015625,0.33203125,0.23828125
151,160000,19.23245,9.718041,15.25832,9992,0.29,6.96,20.6,716,197.4546,26.53125,35.30078125,2.33984375,0.3984375,2.875,2.46875,1.87890625,5.5234375,4.984375,3.9375,1.1796875,6.6171875,4.45703125,0.35546875,0.0859375,0.15625,0.21875,0.01171875,0.1484375,0.32421875,0.20703125
152,160000,19.23245,9.718041,15.25832,9992,0.15,6.96,21.1,654,197.4546,24.7421875,39.3515625,2.09765625,0.40234375,3.2734375,2.02734375,1.8359375,5.2421875,4.75390625,2.84765625,1.0234375,6.19140625,4.60546875,0.35546875,0.05859375,0.08984375,0.18359375,0.01953125,0.1484375,0.47265625,0.27734375
153,160102.4,19.23245,9.718041,15.25832,9796,0.72,6.86,19.8,691,197.4546,26.41015625,37.40234375,2.28515625,0.33203125,2.12890625,2.14453125,1.640625,6.0546875,5.55859375,3.54296875,1.0390625,6.05078125,4.015625,0.328125,0.07421875,0.078125,0.1953125,0.01171875,0.19921875,0.3359375,0.171875
154,160102.4,19.23245,9.718041,15.25832,9796,5.18,6.86,20.9,623,197.4546,25.75,39.98046875,2.1796875,0.296875,1.82421875,2.13671875,1.59765625,4.71484375,5.68359375,4.0625,1.13671875,4.76953125,4.30859375,0.3671875,0.08984375,0.12109375,0.21484375,0.01171875,0.21484375,0.3125,0.2265625
155,160102.4,19.23245,9.718041,15.25832,9796,1.4,6.86,21.2,627,197.4546,26.45703125,37.95703125,2.34765625,0.42578125,1.84375,2.03515625,1.59765625,5.3515625,5.90234375,3.58203125,1.1953125,4.48046875,5.1640625,0.33984375,0.0546875,0.1015625,0.23828125,0.01171875,0.25390625,0.3984375,0.26171875
156,160102.4,19.23245,9.718041,15.25832,9796,0.6,6.8,19.4,762,197.4546,25.09765625,40.3046875,2.58203125,0.4453125,3.1171875,2.05078125,1.65234375,4.62890625,4.33984375,3.19140625,1.171875,4.87890625,4.90234375,0.26171875,0.0859375,0.08203125,0.13671875,0.015625,0.140625,0.453125,0.4609375
157,160102.4,19.23245,9.718041,15.25832,9796,0.4,6.8,19.8,669,197.4546,27.1328125,40.3125,2.66796875,0.4296875,2.34375,1.88671875,1.64453125,4.49609375,4.9453125,3.14453125,1.15234375,3.21484375,4.88671875,0.30078125,0.1015625,0.12109375,0.24609375,0.01171875,0.15234375,0.39453125,0.4140625
158,160102.4,19.23245,9.718041,15.25832,9796,4.04,6.8,20.4,644,197.4546,33.46875,33.890625,1.78125,0.3828125,2.3125,1.7109375,1.4609375,4.7109375,4.40625,3.60546875,1.00390625,5.31640625,4.41796875,0.37109375,0.09765625,0.08984375,0.234375,0.00390625,0.1640625,0.3359375,0.234375
159,160102.4,25,16,15.25832,5854,0.71,7.27,23,935,197.4546,28.93359375,22.70703125,2.953125,1.49609375,3.95703125,5.0546875,4.79296875,6.7734375,3.1640625,7.45703125,1.49609375,4.3359375,3.6640625,0.62109375,0.18359375,0.328125,0.23828125,0.2265625,0.453125,0.65234375,0.51171875
160,160102.4,25,16,15.25832,5854,6.54,7.27,23.1,925,197.4546,28.16796875,24.97265625,2.6640625,1.30078125,3.20703125,4.53125,4.01953125,6.64453125,2.16015625,8.01953125,0.9296875,6.08984375,4.796875,0.4140625,0.12890625,0.08203125,0.10546875,0.12890625,0.3359375,0.625,0.67578125
161,160102.4,25,16,15.25832,5854,4.31,7.27,23.1,977,197.4546,31.65234375,20.453125,2.39453125,1.3125,2.25390625,4.28125,3.3203125,7.30078125,2.41796875,7.671875,0.859375,7.78125,5.8984375,0.61328125,0.2109375,0.046875,0.08203125,0.15234375,0.109375,0.60546875,0.58203125
